FECHA NEGOCIACIÓN,TÍTULO,EMISOR,NÚMERO DE ACCIONES,V. NOM. UNITARIO,PRECIO,VALOR NOMINAL,VALOR EFECTO,CASA COMPRADORA,CASA VENDEDORA,BOLSA
4/7/2025,ACCIONES,CORPORACION FAVORITA C.A.,1164,1,1.82,1164,2118.48,PLUSVALORES,SANTA FE,BVQ
4/7/2025,ACCIONES,BANCO PICHINCHA C.A.,986,100,80,98600,78880,PICAVAL,PICAVAL,BVQ
4/7/2025,ACCIONES,INVERSANCARLOS S.A.,106,1,2.7,106,286.2,SANTA FE,SANTA FE,BVG
4/8/2025,ACCIONES,CORPORACION FAVORITA C.A.,110,1,1.82,110,200.2,PLUSVALORES,FUTUROCAPITAL,BVQ
4/8/2025,ACCIONES,CORPORACION FAVORITA C.A.,1541,1,1.82,1541,2804.62,PLUSVALORES,PLUSVALORES,BVQ
4/8/2025,ACCIONES,CORPORACION FAVORITA C.A.,593,1,1.82,593,1079.26,PLUSVALORES,SANTA FE,BVQ
4/8/2025,ACCIONES,BOLSA DE VALORES DE QUITO BVQ SOCIEDAD ANÓNIMA,385,1,3.1,385,1193.5,SANTA FE,MERCAPITAL,BVQ
4/8/2025,ACCIONES,BANCO GUAYAQUIL S.A.,7902,1,1.12,7902,8850.24,SILVERCROSS,ADVFIN S.A.,BVG
4/8/2025,ACCIONES,BANCO GUAYAQUIL S.A.,10000,1,1.1,10000,11000,SILVERCROSS,SILVERCROSS,BVG
4/8/2025,ACCIONES,BANCO GUAYAQUIL S.A.,35000,1,1.1,35000,38500,SILVERCROSS,SILVERCROSS,BVG
4/8/2025,ACCIONES,NATLUK S.A.,3,1,7.7,3,23.1,CASAREAL,CASAREAL,BVG
4/9/2025,ACCIONES,CONJUNTO CLINICO NACIONAL CONCLINA S.A.,5000,1,1.4,5000,7000,VECTORGLOBAL WMG,VECTORGLOBAL WMG,BVQ
4/9/2025,ACCIONES,CORPORACION FAVORITA C.A.,1592,1,1.82,1592,2897.44,PLUSVALORES,ECUABURSÁTIL,BVQ
4/9/2025,ACCIONES,SOCIEDAD AGRICOLA E INDUSTRIAL SAN CARLOS S.A.,30000,1,0.6,30000,18000,PLUSBURSÁTIL,BANRIO,BVQ
4/9/2025,ACCIONES,SOCIEDAD AGRICOLA E INDUSTRIAL SAN CARLOS S.A.,20000,1,0.6,20000,12000,PLUSBURSÁTIL,BANRIO,BVQ
4/9/2025,ACCIONES,CORPORACION FAVORITA C.A.,3000,1,1.83,3000,5490,PLUSVALORES,ORION,BVQ
4/9/2025,ACCIONES,BANCO GUAYAQUIL S.A.,267,1,1.1,267,293.7,METROVALORES,FUTUROCAPITAL,BVQ
4/9/2025,ACCIONES,BANCO GUAYAQUIL S.A.,635,1,1.1,635,698.5,MERCAPITAL,FUTUROCAPITAL,BVQ
4/9/2025,ACCIONES,BANCO GUAYAQUIL S.A.,400,1,1.1,400,440,FIDUVALOR,FUTUROCAPITAL,BVQ
4/9/2025,ACCIONES,BANCO GUAYAQUIL S.A.,1700,1,1.1,1700,1870,MERCAPITAL,FUTUROCAPITAL,BVQ
4/9/2025,ACCIONES,CORPORACION FAVORITA C.A.,204,1,1.8,204,367.2,MERCAPITAL,ECUABURSÁTIL,BVQ
4/9/2025,ACCIONES,CORPORACION FAVORITA C.A.,1679,1,1.8,1679,3022.2,ADVFIN S.A.,ECUABURSÁTIL,BVQ
4/9/2025,ACCIONES,CORPORACION FAVORITA C.A.,1415,1,1.8,1415,2547,MERCHANT VALORES,ECUABURSÁTIL,BVQ
4/9/2025,ACCIONES,CORPORACION FAVORITA C.A.,110,1,1.8,110,198,MERCHANT VALORES,ECUABURSÁTIL,BVQ
4/9/2025,ACCIONES,BANCO GUAYAQUIL S.A.,909,1,1.15,909,1045.35,FUTUROCAPITAL,FUTUROCAPITAL,BVQ
4/9/2025,ACCIONES,BANCO GUAYAQUIL S.A.,431,1,1.15,431,495.65,FUTUROCAPITAL,FUTUROCAPITAL,BVQ
4/9/2025,ACCIONES,BANCO GUAYAQUIL S.A.,10000,1,1.1,10000,11000,METROVALORES,FUTUROCAPITAL,BVQ
4/9/2025,ACCIONES,BANCO GUAYAQUIL S.A.,17140,1,1.1,17140,18854,METROVALORES,FUTUROCAPITAL,BVQ
4/9/2025,ACCIONES,CORPORACION FAVORITA C.A.,3500,1,1.82,3500,6370,ECUABURSÁTIL,ECUABURSÁTIL,BVQ
4/9/2025,ACCIONES,CORPORACION FAVORITA C.A.,7000,1,1.83,7000,12810,ECUABURSÁTIL,ORION,BVQ
4/9/2025,ACCIONES,CORPORACION FAVORITA C.A.,3500,1,1.83,3500,6405,ECUABURSÁTIL,MERCAPITAL,BVQ
4/9/2025,ACCIONES,CORPORACION FAVORITA C.A.,1200,1,1.83,1200,2196,ECUABURSÁTIL,ORION,BVQ
4/9/2025,ACCIONES,CORPORACION FAVORITA C.A.,8000,1,1.84,8000,14720,ECUABURSÁTIL,ANALYTICA SECURITIES,BVQ
4/9/2025,ACCIONES,CORPORACION FAVORITA C.A.,600,1,1.84,600,1104,ECUABURSÁTIL,VECTORGLOBAL WMG,BVQ
4/9/2025,ACCIONES,CORPORACION FAVORITA C.A.,2000,1,1.84,2000,3680,ECUABURSÁTIL,METROVALORES,BVQ
4/9/2025,ACCIONES,CORPORACION FAVORITA C.A.,5000,1,1.85,5000,9250,ECUABURSÁTIL,MERCAPITAL,BVQ
4/9/2025,ACCIONES,INVERSANCARLOS S.A.,371,1,2.7,371,1001.7,SANTA FE,SANTA FE,BVQ
4/9/2025,ACCIONES,INVERSANCARLOS S.A.,106,1,2.7,106,286.2,SANTA FE,SANTA FE,BVG
4/9/2025,ACCIONES,INVERSANCARLOS S.A.,1100,1,2.7,1100,2970,SANTA FE,SANTA FE,BVG
4/9/2025,ACCIONES,NATLUK S.A.,3,1,7.7,3,23.1,CASAREAL,CASAREAL,BVG
4/9/2025,ACCIONES,CORPORACION FAVORITA C.A.,1000,1,1.85,1000,1850,ECUABURSÁTIL,METROVALORES,BVG
4/10/2025,ACCIONES,BANCO GUAYAQUIL S.A.,1113,1,1.05,1113,1168.65,FIDUVALOR,METROVALORES,BVQ
4/10/2025,ACCIONES,SOCIEDAD AGRICOLA E INDUSTRIAL SAN CARLOS S.A.,6805,1,0.56,6805,3810.8,PLUSBURSÁTIL,BANRIO,BVQ
4/10/2025,ACCIONES,HOLCIM ECUADOR S.A.,15,3,49,45,735,MERCAPITAL,MERCAPITAL,BVQ
4/10/2025,ACCIONES,NATLUK S.A.,2,1,7.7,2,15.4,CASAREAL,CASAREAL,BVG
4/11/2025,ACCIONES,INVERSANCARLOS S.A.,110,1,2.75,110,302.5,MERCAPITAL,SANTA FE,BVQ
4/11/2025,ACCIONES,BANCO GUAYAQUIL S.A.,4300,1,1.15,4300,4945,FUTUROCAPITAL,FUTUROCAPITAL,BVQ
4/11/2025,ACCIONES,CORPORACION FAVORITA C.A.,515,1,1.84,515,947.6,METROVALORES,METROVALORES,BVQ
4/11/2025,ACCIONES,INVERSANCARLOS S.A.,2000,1,2.7,2000,5400,FUTUROCAPITAL,PICAVAL,BVQ
4/11/2025,ACCIONES,SOCIEDAD AGRICOLA E INDUSTRIAL SAN CARLOS S.A.,6805,1,0.62,6805,4219.1,BANRIO,ADVFIN S.A.,BVQ
4/11/2025,ACCIONES,CORPORACION FAVORITA C.A.,490,1,1.8,490,882,MERCHANT VALORES,FUTUROCAPITAL,BVQ
4/11/2025,ACCIONES,BANCO BOLIVARIANO C.A.,2254,1,1.05,2254,2366.7,FUTUROCAPITAL,FUTUROCAPITAL,BVQ
4/11/2025,ACCIONES,CORPORACION FAVORITA C.A.,126883,1,1.81,126883,229658.23,ECUABURSÁTIL,VALUE,BVQ
4/11/2025,ACCIONES,CORPORACION FAVORITA C.A.,14000,1,1.83,14000,25620,ECUABURSÁTIL,ECUABURSÁTIL,BVQ
4/11/2025,ACCIONES,CORPORACION FAVORITA C.A.,26320,1,1.83,26320,48165.6,ECUABURSÁTIL,ECUABURSÁTIL,BVQ
4/11/2025,ACCIONES,CORPORACION FAVORITA C.A.,7956,1,1.84,7956,14639.04,ECUABURSÁTIL,METROVALORES,BVQ
4/11/2025,ACCIONES,CORPORACION FAVORITA C.A.,38912,1,1.84,38912,71598.08,ECUABURSÁTIL,METROVALORES,BVQ
4/11/2025,ACCIONES,CORPORACION FAVORITA C.A.,7000,1,1.84,7000,12880,ECUABURSÁTIL,VALUE,BVQ
4/11/2025,ACCIONES,CORPORACION FAVORITA C.A.,7592,1,1.84,7592,13969.28,ECUABURSÁTIL,VALUE,BVQ
4/11/2025,ACCIONES,CORPORACION FAVORITA C.A.,50000,1,1.84,50000,92000,ECUABURSÁTIL,PLUSVALORES,BVQ
4/11/2025,ACCIONES,CORPORACION FAVORITA C.A.,5000,1,1.85,5000,9250,ECUABURSÁTIL,VALUE,BVQ
4/11/2025,ACCIONES,CORPORACION FAVORITA C.A.,345,1,1.85,345,638.25,ECUABURSÁTIL,VALUE,BVQ
4/11/2025,ACCIONES,CORPORACION FAVORITA C.A.,1000,1,1.85,1000,1850,ECUABURSÁTIL,MERCHANT VALORES,BVQ
4/11/2025,ACCIONES,CORPORACION FAVORITA C.A.,3465,1,1.85,3465,6410.25,ECUABURSÁTIL,PROBROKERS,BVQ
4/11/2025,ACCIONES,BANCO GUAYAQUIL S.A.,18181,1,1.1,18181,19999.1,SILVERCROSS,ACCITLAN,BVG
4/11/2025,ACCIONES,BANCO GUAYAQUIL S.A.,36336,1,1.1,36336,39969.6,SILVERCROSS,ACCITLAN,BVG
4/11/2025,ACCIONES,BOLSA DE VALORES DE GUAYAQUIL S.A. BVG,10000,1,1.15,10000,11500,FUTUROCAPITAL,PICAVAL,BVG
4/11/2025,ACCIONES,SOCIEDAD AGRICOLA E INDUSTRIAL SAN CARLOS S.A.,15633,1,0.6,15633,9379.8,PLUSBURSÁTIL,ADVFIN S.A.,BVG
4/11/2025,ACCIONES,BANCO BOLIVARIANO C.A.,10000,1,1.01,10000,10100,SILVERCROSS,PICAVAL,BVG
4/11/2025,ACCIONES,CORPORACION FAVORITA C.A.,1000,1,1.85,1000,1850,ECUABURSÁTIL,METROVALORES,BVG
4/14/2025,ACCIONES,BANCO GUAYAQUIL S.A.,347,1,1.15,347,399.05,FUTUROCAPITAL,FUTUROCAPITAL,BVQ
4/14/2025,ACCIONES,BANCO BOLIVARIANO C.A.,4545,1,1.1,4545,4999.5,FUTUROCAPITAL,FUTUROCAPITAL,BVQ
4/14/2025,ACCIONES,CORPORACION FAVORITA C.A.,1082,1,1.85,1082,2001.7,PROBROKERS,PROBROKERS,BVQ
4/14/2025,ACCIONES,BOLSA DE VALORES DE QUITO BVQ SOCIEDAD ANÓNIMA,5000,1,3.05,5000,15250,MERCAPITAL,VECTORGLOBAL WMG,BVQ
4/14/2025,ACCIONES,BOLSA DE VALORES DE GUAYAQUIL S.A. BVG,15000,1,1.05,15000,15750,FUTUROCAPITAL,KAOVALSA,BVQ
4/14/2025,ACCIONES,CERVECERIA NACIONAL CN S.A.,100,1,50,100,5000,ALBION,PLUSVALORES,BVQ
4/14/2025,ACCIONES,BOLSA DE VALORES DE QUITO BVQ SOCIEDAD ANÓNIMA,1500,1,3.1,1500,4650,MERCHANT VALORES,ECUABURSÁTIL,BVQ
4/14/2025,ACCIONES,BOLSA DE VALORES DE QUITO BVQ SOCIEDAD ANÓNIMA,1500,1,3.1,1500,4650,ASESOVAL,VALUE,BVQ
4/14/2025,ACCIONES,NATLUK S.A.,2,1,7.7,2,15.4,CASAREAL,CASAREAL,BVG
4/14/2025,ACCIONES,BOLSA DE VALORES DE GUAYAQUIL S.A. BVG,50000,1,0.94,50000,47000,ADVFIN S.A.,KAOVALSA,BVG
4/15/2025,ACCIONES,BANCO GUAYAQUIL S.A.,3350,1,1.1,3350,3685,MERCAPITAL,FUTUROCAPITAL,BVQ
4/15/2025,ACCIONES,BANCO DEL AUSTRO S.A.,10000,1,0.4,10000,4000,PICAVAL,PICAVAL,BVQ
4/15/2025,ACCIONES,BANCO GUAYAQUIL S.A.,300,1,1.15,300,345,FUTUROCAPITAL,FUTUROCAPITAL,BVQ
4/15/2025,ACCIONES,SOCIEDAD AGRICOLA E INDUSTRIAL SAN CARLOS S.A.,6805,1,0.56,6805,3810.8,BANRIO,MASVALORES,BVQ
4/15/2025,ACCIONES,BEVERAGE BRAND & PATENTS COMPANY BBPC S.A,10,1,50,10,500,BANRIO,MERCAPITAL,BVQ
4/15/2025,ACCIONES,CORPORACION FAVORITA C.A.,1245,1,1.85,1245,2303.25,MERCHANT VALORES,PROBROKERS,BVQ
4/15/2025,ACCIONES,BANCO GUAYAQUIL S.A.,8100,1,1.1,8100,8910,MERCAPITAL,FUTUROCAPITAL,BVQ
4/15/2025,ACCIONES,BANCO GUAYAQUIL S.A.,2700,1,1.1,2700,2970,MERCAPITAL,FUTUROCAPITAL,BVQ
4/15/2025,ACCIONES,BANCO GUAYAQUIL S.A.,10000,1,1.1,10000,11000,MERCAPITAL,FUTUROCAPITAL,BVQ
4/15/2025,ACCIONES,BANCO GUAYAQUIL S.A.,3100,1,1.1,3100,3410,MERCAPITAL,FUTUROCAPITAL,BVQ
4/15/2025,ACCIONES,BANCO GUAYAQUIL S.A.,5000,1,1.1,5000,5500,MERCAPITAL,MERCAPITAL,BVQ
4/15/2025,ACCIONES,BANCO GUAYAQUIL S.A.,1005,1,1.1,1005,1105.5,MERCAPITAL,SILVERCROSS,BVG
4/15/2025,ACCIONES,BOLSA DE VALORES DE GUAYAQUIL S.A. BVG,20000,1,1.05,20000,21000,PLUSBURSÁTIL,KAOVALSA,BVG
4/15/2025,ACCIONES,CORPORACION FAVORITA C.A.,2068,1,1.83,2068,3784.44,PLUSBURSÁTIL,ACCITLAN,BVG
4/15/2025,ACCIONES,NATLUK S.A.,4,1,7.7,4,30.8,CASAREAL,CASAREAL,BVG
4/16/2025,ACCIONES,CORPORACION FAVORITA C.A.,3000,1,1.8,3000,5400,METROVALORES,ECUABURSÁTIL,BVQ
4/16/2025,ACCIONES,BOLSA DE VALORES DE QUITO BVQ SOCIEDAD ANÓNIMA,3000,1,3.09,3000,9270,MERCAPITAL,VALUE,BVQ
4/16/2025,ACCIONES,BANCO GUAYAQUIL S.A.,768,1,1.1,768,844.8,FIDUVALOR,ADVFIN S.A.,BVQ
4/16/2025,ACCIONES,BANCO DE LA PRODUCCION S.A PRODUBANCO,27780,1,0.7,27780,19446,ECUABURSÁTIL,SANTA FE,BVQ
4/16/2025,ACCIONES,BANCO GUAYAQUIL S.A.,13000,1,1.1,13000,14300,VALUE,FUTUROCAPITAL,BVQ
4/16/2025,ACCIONES,BANCO GUAYAQUIL S.A.,435,1,1.11,435,482.85,SANTA FE,ADVFIN S.A.,BVG
4/16/2025,ACCIONES,NATLUK S.A.,3,1,7.7,3,23.1,CASAREAL,CASAREAL,BVG
4/16/2025,ACCIONES,BANCO DE LA PRODUCCION S.A PRODUBANCO,10000,1,0.7,10000,7000,SANTA FE,SANTA FE,BVG
4/17/2025,ACCIONES,CERVECERIA NACIONAL CN S.A.,10,1,49,10,490,FUTUROCAPITAL,MERCAPITAL,BVQ
4/17/2025,ACCIONES,HOLCIM ECUADOR S.A.,10,3,49,30,490,BANRIO,MERCAPITAL,BVQ
4/17/2025,ACCIONES,CORPORACION FAVORITA C.A.,2000,1,1.84,2000,3680,ECUABURSÁTIL,VALUE,BVQ
4/17/2025,ACCIONES,CORPORACION FAVORITA C.A.,5000,1,1.85,5000,9250,ECUABURSÁTIL,MERCAPITAL,BVQ
4/17/2025,ACCIONES,INVERSANCARLOS S.A.,1271,1,2.7,1271,3431.7,SANTA FE,SANTA FE,BVG
4/17/2025,ACCIONES,INVERSANCARLOS S.A.,100,1,2.7,100,270,SANTA FE,SANTA FE,BVG
4/17/2025,ACCIONES,BANCO DE LA PRODUCCION S.A PRODUBANCO,5652,1,0.7,5652,3956.4,SANTA FE,SANTA FE,BVG
4/17/2025,ACCIONES,BANCO DE LA PRODUCCION S.A PRODUBANCO,22458,1,0.7,22458,15720.6,SANTA FE,SANTA FE,BVG
4/17/2025,ACCIONES,BANCO DE LA PRODUCCION S.A PRODUBANCO,7200,1,0.7,7200,5040,SANTA FE,SANTA FE,BVG
4/17/2025,ACCIONES,INVERSANCARLOS S.A.,361,1,2.7,361,974.7,SANTA FE,SANTA FE,BVG
4/17/2025,ACCIONES,CORPORACION FAVORITA C.A.,2500,1,1.83,2500,4575,ECUABURSÁTIL,SANTA FE,BVG
4/21/2025,ACCIONES,BANCO GUAYAQUIL S.A.,10000,1,1.1,10000,11000,SILVERCROSS,FUTUROCAPITAL,BVQ
4/21/2025,ACCIONES,BANCO GUAYAQUIL S.A.,12530,1,1.1,12530,13783,SILVERCROSS,FUTUROCAPITAL,BVQ
4/21/2025,ACCIONES,CORPORACION FAVORITA C.A.,2500,1,1.81,2500,4525,MERCAPITAL,SANTA FE,BVQ
4/21/2025,ACCIONES,CORPORACION FAVORITA C.A.,5500,1,1.8,5500,9900,METROVALORES,SANTA FE,BVQ
4/21/2025,ACCIONES,HOLCIM ECUADOR S.A.,50,3,48,150,2400,SANTA FE,FUTUROCAPITAL,BVQ
4/21/2025,ACCIONES,CERVECERIA NACIONAL CN S.A.,35,1,51,35,1785,ECUABURSÁTIL,METROVALORES,BVQ
4/21/2025,ACCIONES,CORPORACION FAVORITA C.A.,310,1,1.82,310,564.2,ECUABURSÁTIL,MERCHANT VALORES,BVQ
4/21/2025,ACCIONES,CORPORACION FAVORITA C.A.,731,1,1.83,731,1337.73,SANTA FE,SANTA FE,BVQ
4/21/2025,ACCIONES,NATLUK S.A.,3,1,7.7,3,23.1,CASAREAL,CASAREAL,BVG
4/21/2025,ACCIONES,CORPORACION FAVORITA C.A.,1379,1,1.84,1379,2537.36,ECUABURSÁTIL,SANTA FE,BVG
4/21/2025,ACCIONES,INVERSANCARLOS S.A.,230,1,2.7,230,621,SANTA FE,SANTA FE,BVG
4/22/2025,ACCIONES,CORPORACION FAVORITA C.A.,75,1,1.85,75,138.75,SANTA FE,SANTA FE,BVQ
4/22/2025,ACCIONES,BANCO DE LA PRODUCCION S.A PRODUBANCO,7074,1,0.7,7074,4951.8,ECUABURSÁTIL,SANTA FE,BVG
4/22/2025,ACCIONES,CORPORACION FAVORITA C.A.,3084,1,1.83,3084,5643.72,ECUABURSÁTIL,SANTA FE,BVG
4/22/2025,ACCIONES,CORPORACION FAVORITA C.A.,400,1,1.84,400,736,METROVALORES,SANTA FE,BVG
4/23/2025,ACCIONES,BOLSA DE VALORES DE GUAYAQUIL S.A. BVG,27615,1,1.08,27615,29824.2,VECTORGLOBAL WMG,KAOVALSA,BVQ
4/23/2025,ACCIONES,BANCO GUAYAQUIL S.A.,1000,1,1.12,1000,1120,FUTUROCAPITAL,ECUABURSÁTIL,BVQ
4/23/2025,ACCIONES PREFERIDAS,CONJUNTO CLINICO NACIONAL CONCLINA S.A.,95,1,1.4,95,133,VECTORGLOBAL WMG,VECTORGLOBAL WMG,BVQ
4/23/2025,ACCIONES PREFERIDAS,CONJUNTO CLINICO NACIONAL CONCLINA S.A.,1,2500,3000,2500,3000,VECTORGLOBAL WMG,VECTORGLOBAL WMG,BVQ
4/23/2025,ACCIONES,BANCO BOLIVARIANO C.A.,809,1,1.1,809,889.9,FUTUROCAPITAL,FUTUROCAPITAL,BVQ
4/23/2025,ACCIONES,BANCO PICHINCHA C.A.,43,100,78,4300,3354,VALUE,ECUABURSÁTIL,BVQ
4/23/2025,ACCIONES,SOCIEDAD AGRICOLA E INDUSTRIAL SAN CARLOS S.A.,300,1,0.75,300,225,FUTUROCAPITAL,FUTUROCAPITAL,BVQ
4/23/2025,ACCIONES,BANCO PICHINCHA C.A.,37,100,78,3700,2886,VALUE,ECUABURSÁTIL,BVQ
4/23/2025,ACCIONES,BANCO PICHINCHA C.A.,71,100,78,7100,5538,ECUABURSÁTIL,ECUABURSÁTIL,BVQ
4/23/2025,ACCIONES,CORPORACION FAVORITA C.A.,129,1,1.85,129,238.65,SANTA FE,SANTA FE,BVQ
4/23/2025,ACCIONES,BANCO DE LA PRODUCCION S.A PRODUBANCO,40000,1,0.7,40000,28000,PROBROKERS,PROBROKERS,BVQ
4/23/2025,ACCIONES,NATLUK S.A.,5,1,7.7,5,38.5,CASAREAL,CASAREAL,BVG
4/23/2025,ACCIONES,CORPORACION FAVORITA C.A.,621,1,1.83,621,1136.43,SANTA FE,SANTA FE,BVG
4/24/2025,ACCIONES,CONJUNTO CLINICO NACIONAL CONCLINA S.A.,1795,1,1.4,1795,2513,VECTORGLOBAL WMG,VECTORGLOBAL WMG,BVQ
4/24/2025,ACCIONES,SOCIEDAD AGRICOLA E INDUSTRIAL SAN CARLOS S.A.,82864,1,0.6,82864,49718.4,BANRIO,ECUABURSÁTIL,BVQ
4/24/2025,ACCIONES,BANCO BOLIVARIANO C.A.,2500,1,1.03,2500,2575,FIDUVALOR,FUTUROCAPITAL,BVQ
4/24/2025,ACCIONES,BANCO BOLIVARIANO C.A.,3500,1,1.03,3500,3605,FUTUROCAPITAL,FUTUROCAPITAL,BVQ
4/24/2025,ACCIONES,CORPORACION FAVORITA C.A.,1343,1,1.85,1343,2484.55,ECUABURSÁTIL,FUTUROCAPITAL,BVQ
4/24/2025,ACCIONES,CORPORACION FAVORITA C.A.,5500,1,1.85,5500,10175,ECUABURSÁTIL,PLUSVALORES,BVQ
4/24/2025,ACCIONES,CORPORACION FAVORITA C.A.,4213,1,1.85,4213,7794.05,ECUABURSÁTIL,PLUSVALORES,BVQ
4/24/2025,ACCIONES,CORPORACION FAVORITA C.A.,47670,1,1.85,47670,88189.5,ECUABURSÁTIL,MERCAPITAL,BVQ
4/24/2025,ACCIONES,CORPORACION FAVORITA C.A.,51245,1,1.85,51245,94803.25,ECUABURSÁTIL,MERCAPITAL,BVQ
4/24/2025,ACCIONES,CORPORACION FAVORITA C.A.,30057,1,1.85,30057,55605.45,ECUABURSÁTIL,METROVALORES,BVQ
4/24/2025,ACCIONES,CORPORACION FAVORITA C.A.,4506,1,1.85,4506,8336.1,ECUABURSÁTIL,SANTA FE,BVQ
4/24/2025,ACCIONES,CERVECERIA NACIONAL CN S.A.,10,1,51.5,10,515,SANTA FE,SANTA FE,BVG
4/24/2025,ACCIONES,CORPORACION FAVORITA C.A.,3084,1,1.83,3084,5643.72,ECUABURSÁTIL,SANTA FE,BVG
4/24/2025,ACCIONES,CORPORACION FAVORITA C.A.,27225,1,1.83,27225,49821.75,ECUABURSÁTIL,INTERVALORES,BVG
4/24/2025,ACCIONES,CORPORACION FAVORITA C.A.,3700,1,1.84,3700,6808,ECUABURSÁTIL,SANTA FE,BVG
4/24/2025,ACCIONES,CORPORACION FAVORITA C.A.,27225,1,1.85,27225,50366.25,ECUABURSÁTIL,INTERVALORES,BVG
4/24/2025,ACCIONES,BANCO DE LA PRODUCCION S.A PRODUBANCO,2800,1,0.7,2800,1960,SANTA FE,SANTA FE,BVG
4/24/2025,ACCIONES,BANCO DE LA PRODUCCION S.A PRODUBANCO,1000,1,0.7,1000,700,SANTA FE,SANTA FE,BVG
4/25/2025,ACCIONES,BANCO GUAYAQUIL S.A.,300,1,1.15,300,345,FUTUROCAPITAL,FUTUROCAPITAL,BVQ
4/25/2025,ACCIONES,BANCO GUAYAQUIL S.A.,1170,1,1.1,1170,1287,FIDUVALOR,MERCAPITAL,BVQ
4/25/2025,ACCIONES,BANCO GUAYAQUIL S.A.,6,1,1.1,6,6.6,BANRIO,MERCAPITAL,BVQ
4/25/2025,ACCIONES,BOLSA DE VALORES DE QUITO BVQ SOCIEDAD ANÓNIMA,507,1,3.09,507,1566.63,PLUSVALORES,PLUSVALORES,BVQ
4/25/2025,ACCIONES,BOLSA DE VALORES DE QUITO BVQ SOCIEDAD ANÓNIMA,1110,1,3.09,1110,3429.9,PLUSVALORES,PLUSVALORES,BVQ
4/25/2025,ACCIONES,HOLCIM ECUADOR S.A.,4,3,51,12,204,SANTA FE,MERCHANT VALORES,BVQ
4/25/2025,ACCIONES,BANCO PICHINCHA C.A.,4,100,78,400,312,METROVALORES,VECTORGLOBAL WMG,BVQ
4/25/2025,ACCIONES,BANCO PICHINCHA C.A.,65,100,80,6500,5200,VALUE,VECTORGLOBAL WMG,BVQ
4/25/2025,ACCIONES,BANCO PICHINCHA C.A.,7,100,80,700,560,VALUE,VECTORGLOBAL WMG,BVQ
4/25/2025,ACCIONES,BANCO PICHINCHA C.A.,20,100,80,2000,1600,VALUE,VECTORGLOBAL WMG,BVQ
4/25/2025,ACCIONES,BANCO PICHINCHA C.A.,1,100,80,100,80,VALUE,METROVALORES,BVQ
4/25/2025,ACCIONES,CORPORACION FAVORITA C.A.,11720,1,1.85,11720,21682,SANTA FE,PROBROKERS,BVQ
4/25/2025,ACCIONES,CORPORACION FAVORITA C.A.,4208,1,1.85,4208,7784.8,ECUABURSÁTIL,PROBROKERS,BVQ
4/25/2025,ACCIONES,BANCO GUAYAQUIL S.A.,72230,1,1.12,72230,80897.6,SILVERCROSS,ACCITLAN,BVG
4/25/2025,ACCIONES,BOLSA DE VALORES DE GUAYAQUIL S.A. BVG,5000,1,1.08,5000,5400,METROVALORES,KAOVALSA,BVG
4/25/2025,ACCIONES,BOLSA DE VALORES DE GUAYAQUIL S.A. BVG,10000,1,1.08,10000,10800,METROVALORES,KAOVALSA,BVG
4/25/2025,ACCIONES,BANCO GUAYAQUIL S.A.,498,1,1.12,498,557.76,SILVERCROSS,ACCITLAN,BVG
4/25/2025,ACCIONES,NATLUK S.A.,2,1,7.7,2,15.4,CASAREAL,CASAREAL,BVG
4/25/2025,ACCIONES,CORPORACION FAVORITA C.A.,5000,1,1.85,5000,9250,SANTA FE,SANTA FE,BVG
4/25/2025,ACCIONES,CORPORACION FAVORITA C.A.,18356,1,1.85,18356,33958.6,SANTA FE,SANTA FE,BVG
4/25/2025,ACCIONES,CORPORACION FAVORITA C.A.,7437,1,1.85,7437,13758.45,ECUABURSÁTIL,ACCITLAN,BVG
4/28/2025,ACCIONES,BOLSA DE VALORES DE GUAYAQUIL S.A. BVG,391,1,1.15,391,449.65,FUTUROCAPITAL,FUTUROCAPITAL,BVQ
4/28/2025,ACCIONES,BOLSA DE VALORES DE GUAYAQUIL S.A. BVG,30000,1,1.08,30000,32400,VALUE,KAOVALSA,BVQ
4/28/2025,ACCIONES,INVERSANCARLOS S.A.,5000,1,2.69,5000,13450,ANALYTICA SECURITIES,ANALYTICA SECURITIES,BVQ
4/28/2025,ACCIONES,NATLUK S.A.,2,1,7.7,2,15.4,CASAREAL,CASAREAL,BVG
4/28/2025,ACCIONES,BANCO DE MACHALA S.A.,2629,1,0.8,2629,2103.2,PLUSBURSÁTIL,PLUSBURSÁTIL,BVG
4/28/2025,ACCIONES,BANCO DE MACHALA S.A.,17348,1,0.8,17348,13878.4,PLUSBURSÁTIL,PLUSBURSÁTIL,BVG
4/29/2025,ACCIONES,BANCO DE LA PRODUCCION S.A PRODUBANCO,689,1,0.9,689,620.1,FUTUROCAPITAL,MERCAPITAL,BVQ
4/29/2025,ACCIONES,CONJUNTO CLINICO NACIONAL CONCLINA S.A.,1000,1,1.5,1000,1500,FIDUVALOR,VECTORGLOBAL WMG,BVQ
4/29/2025,ACCIONES,BANCO GUAYAQUIL S.A.,2399,1,1.12,2399,2686.88,PLUSVALORES,PLUSVALORES,BVQ
4/29/2025,ACCIONES,BANCO GUAYAQUIL S.A.,2064,1,1.12,2064,2311.68,PLUSVALORES,PLUSVALORES,BVQ
4/29/2025,ACCIONES,BANCO DE LA PRODUCCION S.A PRODUBANCO,511,1,0.9,511,459.9,BANRIO,MERCAPITAL,BVQ
